title,original_price,current_price
Gaļa Rm Zemnieku Gaumē Sver.,"8,39 € - 10,39 €",6.89
Košļājamas Konfektes Skittles Wild Berry 95g,"1,89 € - 2,19 €",1.59
Košļājamas Konfektes Skittles Crazy Sours 95g,"1,89 € - 2,19 €",1.59
Košļājamas Konfektes Skittles Fruits 95g,"1,89 € - 2,19 €",1.59
Gaļa Rm Zemnieku Gaumē Fas.sver.,"8,39 € - 10,39 €",6.89
Zobu Pasta Blanx Classic Balinošā Advance Whitening 75ml,‌,3.89
Krēms Rokām Un Kājām Vita 80g,‌,1.25
Līdzeklis Acu Un Make Up Kosmētikas Noņemšanai Nivea 125ml,"5,61 € - 6,11 €",4.61
Dezodorants Nivea Fresh Natural Rullītis Siev.50ml,"3,19 € - 3,49 €",2.79
Dezodorants Nivea Black&white Clear Zīm.siev.50ml,"3,19 € - 3,49 €",2.79
Dezodorants Nivea Men Black&white Original Zīm.vīr.50ml,"3,19 € - 3,49 €",2.79
Dušas Želeja  Nivea Apricot 500ml,"4,49 € - 4,89 €",3.99
Dušas Želeja Nivea Star Fruit 500ml,"4,49 € - 4,89 €",3.99
Dušas Želeja Nivea Men Active Clean Vīr.500ml,"4,49 € - 4,89 €",3.99
Losjons Pēc Skūšanās Nivea Men Fresh Kick 100ml,"9,53 € - 11,53 €",8.03
Krēms Rokām Nivea Refreshing Care Aloe Vera 75ml,"2,55 € - 2,85 €",2.15
Lūpu Balzams Nivea Watermelon Shine 4.8g,"2,73 € - 3,03 €",2.33
Gaļas Bumbiņas Rakvere 300g,"2,89 € - 2,99 €",2.19
Pastēte Tip Top Aknu 180g,‌,1.29
Vafeļu Konfektes Pergale Fortūna Sver.,‌,5.99
Veļas Pulveris Purox Universal 5.5kg 66mr,"9,79 € - 10,19 €",7.35
Veļas Pulveris Purox Color 5.5kg,"9,79 € - 10,19 €",7.35
Trauku Mazg.mašīnai Tīrīšanas Līdzeklis Somat 3gab,"8,69 € - 8,89 €",4.75
Bietes Tip Top Vārītas Apaļās 500g,‌,0.95
Bietes Tip Top Vārītas Grieztas 500g,‌,0.99
Kafija Malta Löfbergs Inferno Extra Dark Ra 450g,‌,6.99
Kafijas Pupiņas Löfbergs Espresso Ra 1kg,"34,99 € - 35,69 €",17.99
Kāposti Dimdiņi Spicie Skābēti Ar Burkāniem Marinādē 850g,‌,1.15
D Enerģijas Dzēr.monster Green Zero 500ml Can,"1,75 € - 1,83 €",0.99
Kūka Staburadze Kamenīte 320g,"3,79 € - 4,19 €",3.29
Sausmaizītes Selga Nature Ar Timiānu Un Sēklām 200g,"2,79 € - 3,09 €",2.39
Siers Maasdamer Smiltene Šķēlēs 150g,‌,1.79
Viskijs Label 5 Classic 40% 0.2l,‌,4.49
Cepumi Tip Top Iemīļotie 180g,‌,0.62
Cepumi Tip Top Iemīļotie Ar Iebiezinātā Piena Garšu 180g,‌,0.62
Nūdeles Reeva Ar Vistas Garšu 85g,"0,99 € - 1,25 €",0.79
Nūdeles Reeva Ar Liellopa Garšu 85g,"0,99 € - 1,25 €",0.79
Sviests Cesvaine Ar Ceptiem Sīpoliem 82% 165g,"2,99 € - 3,49 €",1.89
D Alus Kokteilis Solveza Rosado 4.5% 0.33l Stikls,‌,1.05
D Alus Solveza Agave Lemon 6% 0.33l Stikls,‌,1.05
Cepumi Sēnes Ar Balto Šokolādi 150g,"2,99 € - 3,49 €",1.59
Cepumi Sēnes Ar Piena Šokolādi 150g,"2,99 € - 3,49 €",1.59
Tēja Augļu Herbitum Ar Ingveru Un Citroniem 2gx20,"2,29 € - 2,39 €",1.59
Liķieris Moka Caramel Cream 25% 0.5l,‌,6.29
D Dzēriens Paw Patrol Ābolu Zemeņu Dzirkst.750ml Stikls,‌,2.29
D Dzēriens Lol Ābolu Citronu Dzirkst.750ml Stikls,‌,2.29
Ikdienas Ieliktnīši Carefree Cotton Feel Flexiform 56gab,"5,79 € - 6,59 €",3.29
Kafijas Kapsulas Lavazza A Modo Mio Oro 120g,‌,5.69
Kafijas Kapsulas Lavazza A Modo Mio Lungo Dolce 128g,"8,99 € - 10,19 €",5.99
Kafijas Kapsulas Lavazza A Modo Mio Intenso 120g,"8,99 € - 10,19 €",5.99
Šokolādes Batoniņš Bounty 5-paka 285g,"5,39 € - 5,52 €",3.69
Gaļas Bumbiņas Noo Bērniem Ar Sieru 300g,"2,79 € - 2,85 €",1.99
Kūciņas Tortīne Krēma Pikas Ar Šokolādes Garšas Glazūru 220g,"5,79 € - 6,49 €",3.99
Kūciņas Tortīne Krēma Pikas Ar Sāļo Karameli 220g,"5,79 € - 6,49 €",3.99
Dz.vīns Chateau De Mauny Cremant Loire Blanc  12.5% 0.75l,"13,99 € - 14,27 €",9.99
Saldais Biezpiens Baltais Ar Rozīnēm 180g,"1,29 € - 1,49 €",0.99
Dz.vīns Blason Rouge Cremant De Limoux 12% 0.75l,"16,99 € - 17,32 €",12.99
D Alus Tērvete Vieglais 3.5% 0.5l Stikls,‌,1.09
Cepamais Pulveris Dr.oetker 30g,"0,41 € - 0,59 €",0.29
Cukurs Dr.oetker Vanilīna 16g,"0,36 € - 0,49 €",0.30
Cukurs Dr.oetker Kanēļa 20g,"0,43 € - 0,49 €",0.34
Soda Dr.oetker 70g,"0,69 € - 0,79 €",0.55
Siers Tip Top Tilzītes  Šķēlēs 500g,‌,3.99
Siers Tip Top Holandes Šķēlēs 500g,‌,3.99
Saldējums Ekselence Valrieksti Ar Kļavas Sīrupu 250g,"5,69 € - 5,89 €",3.49
Saldējums Ekselence Rīgas Menais Balzāms Un Braun. Cep. 250g,"5,69 € - 5,89 €",3.49
Saldējums Tip Top Plombīra Uz Kociņa 60g,‌,0.59
Saldējums Tip Top Šokolādes Uz Kociņa 60g,‌,0.59
Sald. Maizītes Izcep Pats Kanēļa 320g,‌,3.19
Šokolādes Batoniņš Twix 5paka 250g,"4,65 € - 5,39 €",3.69
Šokolādes Batoniņš Snickers 5pakas 250g,"4,65 € - 5,39 €",3.69
Desiņas Pekpol Kabanos Klasiskās Xxl 360g,‌,2.79
Baterijas Energizer Max Aa 1.5v 4+2gab,‌,3.45
Cepumi Zooloģiskie 300g,"1,29 € - 1,49 €",0.99
Autiņbiksītes Huggies Extra Care S2 3-6kg 24gab,"7,69 € - 7,85 €",5.39
Salvetes Kosmētiskās Opā! 2kārtas 150gab,‌,1.09
Tualetes Papīrs Tip Top 3kārtas 16ruļļi,‌,4.99
Jogurts Baltais Saldā Krējuma Ar Zemenēm 400g,"1,49 € - 1,79 €",1.19
Higiēniskās Paketes Bella White Normal 10gab.,‌,0.89
Saldējums Tio Plombīrs Vaf. Glāzītē 75g,‌,0.69
Tortillas  Santa Maria Kviešu Un Kukurūzas Vidējās 336g,‌,1.69
Tualetes Bloks Bref Color Aktiv Eucaliptus 50g,"2,29 € - 2,59 €",1.99
Siers Cesvaine Ar Tomātiem Un Ķiplokiem Šķēlēs 150g,"2,99 € - 3,05 €",1.99
St.alk.dz. Arsenič Upeņu 40% 0.5l,‌,8.29
Bekons Rakvere Amerikāņu Gaumē Auksti Kūpināts Šķēlēs 150g,‌,1.99
Degvīns Finlandia Cranberry 37.5% 1l,"19,99 € - 20,39 €",15.29
Barība Suņiem Sausā Darling Liellops 10kg,"19,99 € - 25,59 €",17.89
Barība Suņiem Sausā Darling Vista-dārzeņi 3kg,‌,6.59
Barība Suņiem Sausā Darling Gaļas Izl.dārzeņi 3kg,‌,6.59
Desa Nākotne Lauku Pusžāvēta 300g,"1,89 € - 2,19 €",1.59
Siers Goat Farm Kazas Piena Šķēlēs 100g,"2,59 € - 2,69 €",1.99
Pipari Ķiršu Grikios Siera Pildījumu 200g,"2,99 € - 3,29 €",2.59
Rudzu Maize Druva Spēkavota Puse 390g,‌,0.99
Dz.vīns Fortunata Salds 10% 0.75l,‌,3.19
Surimi Nūjiņas Viči Dzesētas 300g,"2,99 € - 3,29 €",2.59
Kotletes Rīgas Miesnieks Požarska Cāļa Filejas 350g,‌,1.99
Filejas Gabaliņi Bauska Broilera Cream Sauce 500g,"5,99 € - 6,19 €",4.19
Sviests Goat Farm Kazas 85% 125g,"2,39 € - 2,89 €",1.99
Makaroni Tip Top Fusilli 400g,‌,0.89
Makaroni Tip Top Cornetti Rigati 400g,‌,0.89
Makaroni Tip Top Penne Rigate 400g,‌,0.89
Saldējums Tip Top Šokolādes 240g,‌,1.49
Saldējums Tip Top Plombīra 240g,‌,1.49
Desa Rīgas Miesnieks Doktora Ekstra 1kg,"5,99 € - 6,49 €",4.99
Cīsiņi Rīgas Miesnieks Hot-dog Xl 1kg,"3,99 € - 4,49 €",2.99
Makaroni Tip Top Spaghetti Nr.7 400g,‌,0.89
Biezenis Rūdolfs Ābolu Melleņu 4+ 190g,"1,89 € - 2,19 €",1.59
Biezenis Rūdolfs Dārzeņu Ar Lasi Un Makaroniem 8+ 190g,"2,02 € - 2,32 €",1.72
Biezenis Rūdolfs Burkānu Ķirbju Kartupeļu 4+ 190g,"1,75 € - 2,05 €",1.45
Dz.vīns Mionetto Prosecco Doc Brut 11% 0.75l,"9,99 € - 10,19 €",6.89
D Dzēriens Orn Craft Toniks Rose Gāz.1.5l Pet,‌,1.39
D Dzēriens Orn Craft Toniks Indian Gāz.1.5l Pet,‌,1.39
D Limonāde Klasiskā Gāz.1.5l Pet,‌,0.95
D Alus Valmiermuiža Gaišais 5.2% 0.5l Stikls,‌,1.89
D Sula Very Berry Dzērveņu 100% 330ml Stikls,"3,99 € - 4,07 €",2.99
Jogurts Dzeramais Baltais Oga Mango 1kg,‌,1.49
Dzeramais Jogurts Alma Ar Zemenēm Un Nektarīniem 900g,"1,69 € - 1,99 €",1.39
D Ūdens Lielbāta Negāz.1.5l Pet,"1,15 € - 1,21 €",0.79
D Dzēriens Mežezers Zelta Dzirkstošs 750ml Stikls,‌,2.35
D Dzēriens Mežezers Cidoniju Gāz.500ml Stikls,"2,19 € - 2,23 €",1.79
D Dzēriens Coca Cola Gāz.1l Pet,"1,89 € - 1,99 €",1.15
D Minerālūdens Venden Negāz.1.5l Pet,"0,79 € - 0,81 €",0.59
D Minerālūdens Venden Gāz.1.5l Pet,"0,79 € - 0,81 €",0.59
D Minerālūdens Venden Viegli Gāz.1.5l Pet,"0,79 € - 0,81 €",0.59
D Alus Tērvete Senču 4.5% 0.5l Stikls,‌,1.25
D Alus Tērvete Tērvetes 5.3% 0.5l Stikls,‌,1.37
D Enerģijas Dzēr.battery 500ml Can,"1,44 € - 1,59 €",0.99
D Enerģijas Dzēr.battery 330ml Can,‌,0.79
Valrieksti Alis Co Lobīti 500g,"5,79 € - 6,29 €",4.79
Buljons Maggi Vistas Ar Dillēm Un Pēters. 120g,"1,29 € - 1,49 €",0.99
Buljons Maggi Kostilja Bagātīgs Liellopa 120g,"1,49 € - 1,79 €",1.19
Buljons Gallina Blanca Dārzeņu 10gx12,‌,0.89
Buljons Gallina Blanca Vistas Ar Dillēm Un Pētersīļ. 10gx12,‌,0.89
Siļķu Filejas Kaija Gardums Atlantijas Marinādē 250g,"2,29 € - 2,59 €",1.99
Siļķu Filejas Kaija Gardums Atlantijas Eļļā 250g,"2,29 € - 2,59 €",1.99
D Alus Salitos Tequila 5.9% 0.33l Stikls,‌,1.49
Makaroni Knorr Ar Sieru Un Garšaugiem 59g,‌,1.49
Kartupeļu Biezenis Knorr Ar Bekonu Un Sīpoliem 51g,‌,1.49
Makaroni Knorr Ar Siera Mērci 55g,‌,1.49
Barība Suņiem Kons.primadog Ar Liellopu Gaļu 600g,"4,25 € - 4,79 €",3.19
Smiltis Kaķiem Primacat Ar Ābolu Smaržu Cementējošas 5l,"5,59 € - 6,55 €",4.19
Siers Džiugas Delicate Drupināts 18 Mēn. 40% 100g,‌,2.59
Sald. Pica Dr. Oetker Feliciana Četru Sieru 325g,"3,39 € - 3,69 €",2.99
Siers Cesvaines Piens Ar Ceptiem Sīpoliem Šķēlēs 150g,"2,69 € - 2,95 €",1.99
D Alus Kokt.valmiermuiža Frišs Plūškoku 2.8% 0.5l Stikls,‌,1.79
Siers Cesvaine Tilzītes  200g,"3,19 € - 3,59 €",2.39
Saldējums Druva Ar Rozīnēm Glāzītē 70g,‌,0.59
Vīns S. Don Simon Premium Cabernet Sauvignon 12% 1l,"6,22 € - 6,35 €",5.29
Vīns B. Don Simon Premium Chardonnay 11.5% 1l,"6,22 € - 6,35 €",5.29
Vīns S. Teliani Valley Old Gruzia Alazani 12% 0.75l,‌,5.99
Vīns S. Maori Bay Shiraz 13.5% 0.75l,‌,5.99
Vīns B. Maori Bay Chardonnay 13% 0.75l,‌,5.99
Vīns B. Maori Bay Pinot Grigio 11.5% 0.75l,‌,5.99
D Alus Lielvārdes Tradicionālais 5% 0.5l Stikls,‌,0.97
D Ledus Tēja Nestea Citronu 1.5l Pet,"1,95 € - 1,99 €",1.49
Miltu Maisījums Dobele Ātrā Kūka 400g,"1,14 € - 1,34 €",0.84
Miltu Maisījums Dobele Vafeļu 500g,"1,44 € - 1,74 €",1.14
Siers Smiltene Liesais Sķēlēs 150g,‌,1.79
Olīvas Itlv Zaļās Pildītas Ar Omāru Pastu 300g,"2,49 € - 2,55 €",1.79
Olīvas Itlv Zaļās Bez Kauliņiem 300g,"2,49 € - 2,55 €",1.79
Olīvas Itlv Melnās Super Bez Kauliņiem 350g,"2,49 € - 2,55 €",1.79
Ķiploki Smak Konservēti Marinēti 190g,"2,35 € - 2,45 €",1.65
D Alus Corona Extra 4.5% 0.355l Stikls,"1,69 € - 1,83 €",1.39
Sald. Pākšu Pupiņas Pinguin Zaļās Grieztas 450g,‌,0.99
D Alus Tip Top Gaišais 4.2% 0.568l Can,‌,0.85
Porciju Maize Maiziņš Siera 200g,"1,39 € - 1,69 €",1.09
Kāposti Dimdiņi Štovēti 700g,‌,1.99
D Minerālūdens Nabeghlavi Gāz.1l Pet,‌,0.99
D Dzēriens Akvile Citronu Viegli Gāz.1.5l Pet,‌,0.79
D Alus Bezalk.mežpils 0.5% 0.5l Stikls,‌,1.09
D Alus Tuborg 4.6% 0.568l Can,‌,0.79
Rīsi Zelta Saule Ekstra 1kg,"1,99 € - 2,29 €",1.69
Zupa Kronis Zirņu 470g,"3,09 € - 3,19 €",1.39
Higiēniskās Paketes Kotex Ultra Normal Double 16gab.,"1,79 € - 2,09 €",1.49
Barība Kaķiem Kons.one Junior Ar Vistas G.burkāniem 85gx4,"4,29 € - 4,99 €",2.55
D Sulas Dzēriens Tymbark Ābolu Arbūzu 250ml Stikls,"1,18 € - 1,19 €",0.69
Ikdienas Ieliktnīši Discreet Waterlily 60gab.,‌,2.79
D Dzēriens Pepsi Max Gāz.1.5l Pet,‌,1.09
D Dzēriens Pepsi Gāz.1l Pet,‌,0.89
Ikdienas Ieliktnīši Carefree Plus Long Fresh 40gb,"5,69 € - 5,99 €",3.29
Kruasāns Monmio Ar Zemeņu Pildījumu 45g,"0,59 € - 0,79 €",0.29
Kruasāns Monmio Ar Šokolādes Pildījumu 45g,"0,59 € - 0,79 €",0.29
Sald. Pica Dr.oetker Ristorante Speciale 345g,"4,99 € - 5,29 €",2.99
Konservi Pastēte Kaija Tunča Vidusjūras Gaumē 125g,‌,1.89
Konservi Pastēte Kaija Tunča Āzijas Gaumē 125g,‌,1.89
D Enerģijas Dzēr.red Bull Sugar Free 250ml Can,‌,1.19
Kafijas Kapsulas Aroma Gold Dg Flat White 187.2g,"7,59 € - 8,49 €",5.39
Mērce Ben's Original Ananasu 400g,"2,99 € - 3,39 €",2.19
Mērce Pūre Sweet Asia 280g,"1,99 € - 2,09 €",1.49
Zobu Pasta Blend-a-med A-cavity Family Protect 75ml,‌,1.15
Zobu Pasta Blend-a-med A-cavity Original 75ml,‌,1.15
Autiņbiksītes Huggies Extra Care S3 6-10kg 72gab,"21,85 € - 24,49 €",15.99
Pusspārni Rīgas Miesnieks Cāļa Pikantie 400g,‌,2.39
D Enerģijas Dzēr.battery Peach Raspberry 500ml Can,"1,55 € - 1,59 €",0.99
D Enerģijas Dzēr.battery Stawberry Lime 500ml Can,"1,55 € - 1,59 €",0.99
Biezpiens Limbažu Piens 9% 170g,‌,0.89
Tamponi O.b. Pro Comfort Normal 16gab,"3,69 € - 4,09 €",3.19
Tamponi O.b. Pro Comfort Super 16gab,"3,69 € - 4,09 €",3.19
Baltmaize Opā 300g,‌,0.39
Eļļa Tip Top Saulespuķu 1l,‌,1.99
Brendijs Magistr Vs 30% 0.5l,"10,99 € - 11,19 €",7.99
Laša Fileja Zigmas Auksti Kūp. 160g,‌,4.59
Laša Fileja Zigmas Mazsālīta 160g,"5,49 € - 6,29 €",4.59
Džins Strange Luve Gin Pink 40% 0.7l,"22,49 € - 22,92 €",15.99
Rums Colonist Premium Spiced Black 40% 0.7l,"15,99 € - 16,32 €",12.99
Rums Colonist Premium Dark 40% 0.7l,"15,99 € - 16,32 €",12.99
Rolmopši Kaija Siļķu Marinādē 480g,‌,2.99
Papīra Dvielis Opā 2 Kārtas 1 Rullis 300 Lapas,‌,1.89
Kafija Šķīstošā Nescafe Caramel 3in1 16gx10 Maiss,"2,99 € - 3,49 €",1.99
Veļas Mazg.līdz.purox Universal 1l,"2,09 € - 2,19 €",1.55
Zobu Pasta Splat Professional White Plus 100ml,"3,39 € - 3,69 €",2.99
Zobu Pasta Splat Professional Ultracomplex 100ml,"3,39 € - 3,69 €",2.99
Tīr.līdzeklis Ajax Universāls Jasmin 1l,"2,89 € - 3,19 €",2.49
Eļļa Bionaturalis Kokosriekstu Org.auksti Spiest.neraf.250ml,"6,99 € - 11,05 €",4.89
Čipsi Estrella Ar Bekona Garšu 180g,‌,1.69
Dezodorants Rexona Sexy Izsmidz. Siev. 150ml,‌,2.79
Losjons Pēc Skūšanās Old Spice Whitewater 100ml,‌,5.99
Dezodorants Nivea Pearl Beauty Izsmidz.siev.150ml,"3,19 € - 3,49 €",2.79
Micelārais Ūdens Nivea Sensitive Skin 200ml,"5,43 € - 5,93 €",4.43
D Alk.kokt.cēsu Džons Green Lime 5% 1l Pet,"3,39 € - 3,45 €",2.35
D Alk.kokt.cēsu Džons Ar Greipfrūtu Garšu 5% 1l Pet,"3,39 € - 3,45 €",2.35
D Alk.kokt.cēsu Džons Blue Ice 5% 1l Pet,"3,39 € - 3,45 €",2.35
Cīsiņi Tip Top Doktora Mini 300g,‌,1.69
Krekeri Pētergailis Klasika 70g,‌,0.59
Krekeri Pētergailis Ar Krējuma Sīpolu Garšu 72g,‌,0.59
D Dzēriens Mežezers Citronu Spritz Dzirkstošs 750ml Stikls,"4,59 € - 4,68 €",2.69
Eļļa Costa Doro Olīvu Pomace 500ml,"5,99 € - 6,49 €",4.99
Kafijas Pupiņas Merrild Barista Cremoso 1kg,"34,99 € - 35,69 €",18.99
D Ledus Tēja Arizona Zero Sugar Ar Medu 450ml Pet,"1,49 € - 1,52 €",1.19
Veļas Pulveris Ariel Color 1.1kg 20mr,"8,29 € - 10,29 €",6.59
Veļas Pulveris Ariel Mountain Spring 1.1kg 20mr,"8,29 € - 10,29 €",6.59
Vafeles Lea Life Ar Vaniļas Pildījumu 95g,"1,59 € - 1,62 €",1.09
Kāposti Tip Top Skābēti Ar Burkāniem 900g,‌,2.19
Rums Kraken Black Spiced 40% 0.7l,"36,55 € - 37,79 €",20.99
Giross Nākotne Vistas 220g,"3,05 € - 3,35 €",2.65
Papīra Dvieļi Grite Family 2 Kārtas 2ruļļi,"1,45 € - 1,75 €",1.19
Tīr.līdzeklis Ajax Universāls Floral Fiesta Zaļš 1l,"2,89 € - 3,19 €",2.49
Konservi Lasis Kaija Savā Sulā Zupas Izlase 240g Eo,‌,1.29
Šampinjoni Bonduelle Marinēti Traditional 540g,‌,3.75
Skūšanās Želeja Gillete Sc Jūtigai Ādai Siev.200ml,"5,35 € - 5,85 €",4.35
Zobu Diegs Essential Floss Piparmētru Ar Vasku 50m,‌,2.15
Degvīns Arsenič 40% 0.7l,"14,49 € - 14,79 €",10.69
Degvīns Arsenič 40% 0.5l,‌,7.49
Brendijs Imperial Xii Vsop 36% 0.7l,‌,11.49
Viskijs Ballantines 40% 0.7l,"16,99 € - 19,09 €",13.59
Saldējums Karlsons Aveņu 80g,"0,99 € - 1,19 €",0.59
Karstvīns Hauser Gluhwein 8.5% 1l Tetra,‌,3.49
Viskijs Label 5 Classic 40% 0.7l,‌,12.99
Vīns S. Jacob`s Creek Shiraz Cabernet 13.5% 0.75l,"8,65 € - 8,82 €",7.49
Milti Herkuless Kviešu Augstākā Labuma 2kg,"1,99 € - 2,29 €",1.69
Piens Limbažu Piens 2.5% 1l,"1,27 € - 1,47 €",0.99
Dz.vīns Bosca Anniversary Gold Label Sweet 7.5% 0.75l,"4,29 € - 4,39 €",3.69
Želejkonfektes Fini Slieka 90g,"1,19 € - 1,39 €",0.89
Jogurts Dzeramais Oga Zemeņu 1kg,‌,1.49
Jogurts Dzeramais Oga Persiku 1kg,‌,1.49
Jogurts Dzeramais Oga Melleņu 1kg,‌,1.49
Sviests Exporta 82.5% 200g,‌,1.55
Salami Noo Vasaļu Ar Melnajiem Pipariem Vārīta Šķēlēs 90g,"2,19 € - 2,29 €",1.59
Cigārdesiņas Noo Parmezana Snack 85g,"1,99 € - 2,15 €",1.49
Miltu Maisījums Dobele Pankūkas Plānās 400g,"1,09 € - 1,29 €",0.79
Miltu Maisījums Dobele Pankūkas Iecienītās 400g,"0,94 € - 1,14 €",0.64
Miltu Maisījums Dobele Mājas Kēkss 450g,"1,29 € - 1,49 €",0.99
Miltu Maisījums Dobele Citronu Kēkss 450g,"1,24 € - 1,44 €",0.94
Brendijs Ararat 5 Zvaigznes 40% 0.7l,"17,99 € - 20,19 €",16.19
Brendijs Ararat 3 Zvaigznes 40% 0.7l,"16,99 € - 19,09 €",15.99
Kokosriekstu Piens Santa Maria Oriģinālais 250ml,‌,1.99
Brendijs Askaneli 3yo 40% 0.5l,"11,99 € - 12,25 €",10.59
Rūgtā Šokolāde Roshen Porainā 80g,"1,92 € - 2,19 €",1.49
Piena Šokolāde Roshen Porainā 80g,"2,19 € - 2,29 €",1.49
Baltā Šokolāde Roshen Porainā 80g,"1,92 € - 2,19 €",1.49
Piens Marge 2% 1l Uht,‌,1.39
Dz.vīns Botter Prosecco Spumante Doc 11% 0.75l,‌,6.99
Sald. Kartupeļi Aviko Frī Original Gratis +20% 900g,"3,39 € - 3,69 €",2.99
Karameles Werthers Original Krējuma 135g,"2,89 € - 3,39 €",1.99
Čipsi Estrella Ar Lauku Krējuma Un Sīpolu Garšu 130g,"1,99 € - 2,29 €",1.69
Konservi Tuncis Kaija Aromātiskā Augu Eļļā 160g,"3,69 € - 4,09 €",2.79
Saldējums Baltija Vaniļas 95g,"1,29 € - 1,49 €",0.99
Viskijs Black Ram 40% 0.2l,‌,4.09
Košļājamā Gumija Juicy Fruit Tape Cola 56g,"2,09 € - 2,39 €",1.79
Košļājamā Gumija Juicy Fruitt Tape Fancy Fruit 56g,"2,09 € - 2,39 €",1.79
Autiņbiksītes Huggies Extra Care S1 2-5kg 26gab,"6,29 € - 6,99 €",4.39
Jogurta Dzēriens Super Brokastis Ar Marakuju Un Čia 700g,‌,1.59
Jogurta Dzēriens Super Brokastis Ar Mango Un Čia Sēklām 700g,‌,1.59
Skābais Krējums Baltais 25% 500g,"3,05 € - 3,29 €",2.39
Kupāti Forevers Fas. Sver.,"5,99 € - 6,79 €",3.99
Ūdens Mīkstinātājs Calgon 500g,‌,4.79
Cepampelmeņi Rīgas Miesnieks Ar Gaļu Sieru 450g,"3,99 € - 4,49 €",2.99
Degvīns Finlandia 40% 1l,"19,99 € - 20,39 €",15.29
Balzams Rīgas Melnais 45% 0.5l,"12,49 € - 14,79 €",10.99
Degvīns Moskovskaya Osobaja 40% 0.5l,"7,72 € - 8,15 €",7.89
St.alk.dz.bonaparte 38% 0.5l,‌,7.29
St.alk.dz.hektors 32% 0.5l,‌,5.99
Kartupeļu Biezenis Maggi Ar Dillēm Un Sviestu 35g,"0,85 € - 1,05 €",0.55
Želatīns Santa Maria 25g,"1,09 € - 1,36 €",0.92
Garšviela Santa Maria Krustnagliņas 10g,"1,39 € - 1,69 €",0.95
Želejkonfektes Haribo Primavera Zemeņu 100g,"1,45 € - 1,75 €",1.15
Želejkonfektes Haribo Goldbaren 100g,"1,45 € - 1,75 €",1.15
Konservi Rgk Tūristu Brokastis Cūkgaļas 250g,‌,1.29
Konservi Rgk Cūkgaļa Ar Pupiņām 250g,‌,1.29
Dezodorants Rexona Cobalt Izsmidz. Vīr.150ml,"4,79 € - 4,89 €",2.79
Dezodorants Rexona Aloe Vera Rull.siev.50ml,"4,79 € - 4,89 €",2.79
Dezodorants Rexona Aloe Vera Izsmidz. Siev. 150ml,"4,79 € - 5,29 €",2.79
Gaļa Rgk Pīrādziņu Kubiciņos 350g,"2,29 € - 2,59 €",1.99
St.alk.dzēr.captain Morgan Spiced Gold 35% 0.7l,‌,12.49
Cīsiņi Rīgas Miesnieks Cāļa 500g,‌,1.69
Garšviela Santa Maria Šašlikam 45g,"0,93 € - 1,03 €",0.69
Matu Krāsa Palette 10-2 Īpaši Pelnu Blonds,"3,89 € - 4,29 €",3.39
Matu Krāsa Palette C1 Zilganmelns,"3,89 € - 4,29 €",3.39
Matu Krāsa Palette 1-0 Melns,"3,89 € - 4,29 €",3.39
Jogurts Dzeramais Activia Ar Zemenēm Kivi 300g,"1,39 € - 1,69 €",0.99
Trifeles Pergale Oriģinālās 200g,"2,99 € - 3,29 €",2.59
Konfekšu Kārba Fazer Geisha 150g,‌,3.59
Liķieris Vana Tallinn 40% 0.5l,"12,99 € - 13,25 €",8.99
Nektārs Cido Exclusive Granātābolu 30% 1l,"2,79 € - 2,85 €",1.89
D Enerģijas Dzēr.monster Throttle Zero 500ml Can,"1,75 € - 1,83 €",0.99
Kafija Šķīstošā Nescafe Creamy Latte 3in1 15gx10 Maiss,"2,99 € - 3,49 €",1.99
Siers Džiugas Rīvēts Picai 200g,‌,2.59
Siers Džiugas Rīvēts Makaroniem  200g,‌,2.59
Konfekte Muižkungu Karameļu Cukurgailītis 18.5g,"0,69 € - 0,89 €",0.39
Uzkoda Pilngraudu Semper Eko Ar Zemeņu Garšu 9+ 18g,"2,30 € - 2,35 €",1.50
Uzkoda Pilngraudu Semper Eko Ar Mango Garšu 9+ 18g,"2,30 € - 2,35 €",1.50
Autiņbiksītes Sleepy Natural Pants Maxi S4 7-14kg 30gab.,‌,4.99
Autiņbiksītes Sleepy Natural Pants Junior S5 11-18kg 24gab.,‌,4.99
Biezputra Rīsu Rūdolfs Ar Meža Ogām 4+ 190g,"1,89 € - 2,19 €",1.59
D Sula Rūdolfs Ābolu Burkānu 4+260ml,"1,59 € - 1,89 €",1.29
Sald. Dārzeņi Frozana Pavasara Maisījums 400g,"1,49 € - 1,79 €",1.19
Čipsi Ādažu Sirsniņas 100g,"1,79 € - 2,09 €",1.29
Degvīns Vechirnja Charka Na Moloke 40% 0.7l,‌,10.99
Nūdeles Knorr Ramen Ar Sieru 61g,‌,0.69
Nūdeles Knorr Ramen Tomātu 65g,"1,09 € - 1,15 €",0.69
Kečups Spilva Tomātu Oriģinālais 1kg,"3,39 € - 3,69 €",2.99
Nūdeles Knorr Ramen Vistas 61g,‌,0.69
Čipsi Santa Maria Kukurūzas Ar Sieru 185g,"1,99 € - 2,49 €",1.39
Skuvekļi Gillette Blue Ar Mitr.strīpu Vienreizliet.vīr.5gab.,"2,09 € - 2,39 €",1.79
Šokolādes Batoniņš Kit Kat Four Fingers 41.5g,"1,19 € - 1,39 €",0.89
Saulespuķu Sēklas Y.e.s. Ar Siera Garšu 150g,"1,29 € - 1,49 €",0.99
Saldējums Mājas Plombīrs 445g,"6,99 € - 7,99 €",4.79
